name,coeff,label,segment,term,hcc,source_version
CPA_HCC383,0.660, Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle,CPA,HCC383,383,cmshcc_v28_py2026
CPA_HCC385,0.000, Severe Skin Burn,CPA,HCC385,385,cmshcc_v28_py2026
CPA_HCC387,0.477, Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders,CPA,HCC387,387,cmshcc_v28_py2026
CPA_HCC397,0.128, Major Head Injury with Loss of Consciousness > 1 Hour,CPA,HCC397,397,cmshcc_v28_py2026
CPA_HCC398,0.128, Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,CPA,HCC398,398,cmshcc_v28_py2026
CPA_HCC399,0.128, Major Head Injury without Loss of Consciousness,CPA,HCC399,399,cmshcc_v28_py2026
CPA_HCC401,0.538, Vertebral Fractures without Spinal Cord Injury,CPA,HCC401,401,cmshcc_v28_py2026
CPA_HCC402,0.499, Hip Fracture/Dislocation,CPA,HCC402,402,cmshcc_v28_py2026
CPA_HCC405,0.639, Traumatic Amputations and Complications,CPA,HCC405,405,cmshcc_v28_py2026
CPA_HCC409,0.604, Amputation Status/Lower Limb/Amputation Complications,CPA,HCC409,409,cmshcc_v28_py2026
CPA_HCC454,1.338, Stem Cell/Including Bone Marrow/Transplant Status/Complications,CPA,HCC454,454,cmshcc_v28_py2026
CPA_HCC463,0.526, Artificial Openings for Feeding or Elimination,CPA,HCC463,463,cmshcc_v28_py2026
CPA_DIABETES_HF_V28,0.164, Diabetes*Heart Failure,CPA,DIABETES_HF_V28,,cmshcc_v28_py2026
CPA_HF_CHR_LUNG_V28,0.140, Heart Failure*Chronic Lung Disorder,CPA,HF_CHR_LUNG_V28,,cmshcc_v28_py2026
CPA_HF_KIDNEY_V28,0.140, Heart Failure*Kidney,CPA,HF_KIDNEY_V28,,cmshcc_v28_py2026
CPA_CHR_LUNG_CARD_RESP_FAIL_V28,0.329, Chronic Lung Disorder*Cardiorespiratory Failure,CPA,CHR_LUNG_CARD_RESP_FAIL_V28,,cmshcc_v28_py2026
CPA_HF_HCC238_V28,0.135, Heart Failure*Specified Heart Arrhythmias,CPA,HF_HCC238_V28,,cmshcc_v28_py2026
CPA_D5,0.016, 5 payment HCCs,CPA,D5,,cmshcc_v28_py2026
CPA_D6,0.096, 6 payment HCCs,CPA,D6,,cmshcc_v28_py2026
CPA_D7,0.207, 7 payment HCCs,CPA,D7,,cmshcc_v28_py2026
CPA_D8,0.345, 8 payment HCCs,CPA,D8,,cmshcc_v28_py2026
CPA_D9,0.345, 9 payment HCCs,CPA,D9,,cmshcc_v28_py2026
CPA_D10P,0.901, 10 or more payment HCCs,CPA,D10P,,cmshcc_v28_py2026
CPA_D1,0.000, 1 payment HCC,CPA,D1,,cmshcc_v28_py2026
CPA_D2,0.000, 2 payment HCCs,CPA,D2,,cmshcc_v28_py2026
CPA_D3,0.000, 3 payment HCCs,CPA,D3,,cmshcc_v28_py2026
CPA_D4,0.000, 4 payment HCCs,CPA,D4,,cmshcc_v28_py2026
CPD_F0_34,0.454, Female 0-34,CPD,F0_34,,cmshcc_v28_py2026
CPD_F35_44,0.420, Female 35-44,CPD,F35_44,,cmshcc_v28_py2026
CPD_F45_54,0.404, Female 45-54,CPD,F45_54,,cmshcc_v28_py2026
CPD_F55_59,0.424, Female 55-59,CPD,F55_59,,cmshcc_v28_py2026
CPD_F60_64,0.414, Female 60-64,CPD,F60_64,,cmshcc_v28_py2026
CPD_M0_34,0.306, Male 0-34,CPD,M0_34,,cmshcc_v28_py2026
CPD_M35_44,0.261, Male 35-44,CPD,M35_44,,cmshcc_v28_py2026
CPD_M45_54,0.300, Male 45-54,CPD,M45_54,,cmshcc_v28_py2026
CPD_M55_59,0.353, Male 55-59,CPD,M55_59,,cmshcc_v28_py2026
CPD_M60_64,0.374, Male 60-64,CPD,M60_64,,cmshcc_v28_py2026
CPD_HCC1,0.109, HIV/AIDS,CPD,HCC1,1,cmshcc_v28_py2026
CPD_HCC2,0.591, Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock,CPD,HCC2,2,cmshcc_v28_py2026
CPD_HCC6,0.685, Opportunistic Infections,CPD,HCC6,6,cmshcc_v28_py2026
CPD_HCC17,4.103, Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic,CPD,HCC17,17,cmshcc_v28_py2026
CPD_HCC18,2.403, Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid,CPD,HCC18,18,cmshcc_v28_py2026
CPD_HCC19,1.554, Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers,CPD,HCC19,19,cmshcc_v28_py2026
CPD_HCC20,1.067, Lung and Other Severe Cancers,CPD,HCC20,20,cmshcc_v28_py2026
CPD_HCC21,0.618, Lymphoma and Other Cancers,CPD,HCC21,21,cmshcc_v28_py2026
CPD_HCC22,0.351, Bladder/Colorectal/and Other Cancers,CPD,HCC22,22,cmshcc_v28_py2026
CPD_HCC23,0.237, Prostate/Breast/and Other Cancers and Tumors,CPD,HCC23,23,cmshcc_v28_py2026
CPD_HCC35,2.740, Pancreas Transplant Status,CPD,HCC35,35,cmshcc_v28_py2026
CPD_HCC36,0.210, Diabetes with Severe Acute Complications,CPD,HCC36,36,cmshcc_v28_py2026
CPD_HCC37,0.210, Diabetes with Chronic Complications,CPD,HCC37,37,cmshcc_v28_py2026
CPD_HCC38,0.210, Diabetes with Glycemic/Unspecified/No Complications,CPD,HCC38,38,cmshcc_v28_py2026
CPD_HCC48,0.118, Morbid Obesity,CPD,HCC48,48,cmshcc_v28_py2026
CPD_HCC49,7.771, Specified Lysosomal Storage Disorders,CPD,HCC49,49,cmshcc_v28_py2026
CPD_HCC50,0.529, Amyloidosis/Porphyria/and Other Specified Metabolic Disorders,CPD,HCC50,50,cmshcc_v28_py2026
CPD_HCC51,0.393, Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders,CPD,HCC51,51,cmshcc_v28_py2026
CPD_HCC62,0.271, Liver Transplant Status/Complications,CPD,HCC62,62,cmshcc_v28_py2026
CPD_HCC63,1.101, Chronic Liver Failure/End-Stage Liver Disorders,CPD,HCC63,63,cmshcc_v28_py2026
CPD_HCC64,0.270, Cirrhosis of Liver,CPD,HCC64,64,cmshcc_v28_py2026
CPD_HCC65,0.189, Chronic Hepatitis,CPD,HCC65,65,cmshcc_v28_py2026
CPD_HCC68,0.270, Cholangitis and Obstruction of Bile Duct Without Gallstones,CPD,HCC68,68,cmshcc_v28_py2026
CPD_HCC77,5.039, Intestine Transplant Status/Complications,CPD,HCC77,77,cmshcc_v28_py2026
CPD_HCC78,0.688, Intestinal Obstruction/Perforation,CPD,HCC78,78,cmshcc_v28_py2026
CPD_HCC79,0.709, Chronic Pancreatitis,CPD,HCC79,79,cmshcc_v28_py2026
CPD_HCC80,0.603, Crohns Disease (Regional Enteritis),CPD,HCC80,80,cmshcc_v28_py2026
CPD_HCC81,0.237, Ulcerative Colitis,CPD,HCC81,81,cmshcc_v28_py2026
CPD_HCC92,0.539, Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,CPD,HCC92,92,cmshcc_v28_py2026
CPD_HCC93,0.288, Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,CPD,HCC93,93,cmshcc_v28_py2026
CPD_HCC94,0.196, Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,CPD,HCC94,94,cmshcc_v28_py2026
CPD_HCC107,1.569, Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,CPD,HCC107,107,cmshcc_v28_py2026
CPD_HCC108,0.416, Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major,CPD,HCC108,108,cmshcc_v28_py2026
CPD_HCC109,1.514, Acquired Hemolytic/Aplastic/and Sideroblastic Anemias,CPD,HCC109,109,cmshcc_v28_py2026
CPD_HCC111,32.199, Hemophilia/Male,CPD,HCC111,111,cmshcc_v28_py2026
CPD_HCC112,0.708, Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions,CPD,HCC112,112,cmshcc_v28_py2026
CPD_HCC114,2.789, Common Variable and Combined Immunodeficiencies,CPD,HCC114,114,cmshcc_v28_py2026
CPD_HCC115,0.613, Specified Immunodeficiencies and White Blood Cell Disorders,CPD,HCC115,115,cmshcc_v28_py2026
CPD_HCC125,0.345, Dementia/Severe,CPD,HCC125,125,cmshcc_v28_py2026
CPD_HCC126,0.345, Dementia/Moderate,CPD,HCC126,126,cmshcc_v28_py2026
CPD_HCC127,0.345, Dementia/Mild or Unspecified,CPD,HCC127,127,cmshcc_v28_py2026
CPD_HCC135,0.922, Drug Use with Psychotic Complications,CPD,HCC135,135,cmshcc_v28_py2026
CPD_HCC136,0.922, Alcohol Use with Psychotic Complications,CPD,HCC136,136,cmshcc_v28_py2026
CPD_HCC137,0.348, Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications,CPD,HCC137,137,cmshcc_v28_py2026
CPD_HCC138,0.348, Drug Use Disorder/Mild/Uncomplicated/Except Cannabis,CPD,HCC138,138,cmshcc_v28_py2026
CPD_HCC139,0.159, Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications,CPD,HCC139,139,cmshcc_v28_py2026
CPD_HCC151,0.304, Schizophrenia,CPD,HCC151,151,cmshcc_v28_py2026
CPD_HCC152,0.247, Psychosis/Except Schizophrenia,CPD,HCC152,152,cmshcc_v28_py2026
CPD_HCC153,0.232, Personality Disorders; Anorexia/Bulimia Nervosa,CPD,HCC153,153,cmshcc_v28_py2026
CPD_HCC154,0.108, Bipolar Disorders without Psychosis,CPD,HCC154,154,cmshcc_v28_py2026
CPD_HCC155,0.108, Major Depression/Moderate or Severe/without Psychosis,CPD,HCC155,155,cmshcc_v28_py2026
CPD_HCC180,1.399, Quadriplegia,CPD,HCC180,180,cmshcc_v28_py2026
CPD_HCC181,0.852, Paraplegia,CPD,HCC181,181,cmshcc_v28_py2026
CPD_HCC182,0.316, Spinal Cord Disorders/Injuries,CPD,HCC182,182,cmshcc_v28_py2026
CPD_HCC190,1.243, Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy,CPD,HCC190,190,cmshcc_v28_py2026
CPD_HCC191,0.104, Quadriplegic Cerebral Palsy,CPD,HCC191,191,cmshcc_v28_py2026
CPD_HCC192,0.104, Cerebral Palsy/Except Quadriplegic,CPD,HCC192,192,cmshcc_v28_py2026
CPD_HCC193,0.850, Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy,CPD,HCC193,193,cmshcc_v28_py2026
CPD_HCC195,1.779, Myasthenia Gravis with (Acute) Exacerbation,CPD,HCC195,195,cmshcc_v28_py2026
CPD_HCC196,0.248, Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders,CPD,HCC196,196,cmshcc_v28_py2026
CPD_HCC197,0.145, Muscular Dystrophy,CPD,HCC197,197,cmshcc_v28_py2026
CPD_HCC198,0.770, Multiple Sclerosis,CPD,HCC198,198,cmshcc_v28_py2026
CPD_HCC199,0.354, Parkinson and Other Degenerative Disease of Basal Ganglia,CPD,HCC199,199,cmshcc_v28_py2026
CPD_HCC200,0.428, Friedreich and Other Hereditary Ataxias; Huntington Disease,CPD,HCC200,200,cmshcc_v28_py2026
CPD_HCC201,0.202, Seizure Disorders and Convulsions,CPD,HCC201,201,cmshcc_v28_py2026
CPD_HCC202,0.309, Coma/Brain Compression/Anoxic Damage,CPD,HCC202,202,cmshcc_v28_py2026
CPD_HCC211,0.590, Respirator Dependence/Tracheostomy Status/Complications,CPD,HCC211,211,cmshcc_v28_py2026
CPD_HCC212,0.493, Respiratory Arrest,CPD,HCC212,212,cmshcc_v28_py2026
CPD_HCC213,0.493, Cardio-Respiratory Failure and Shock,CPD,HCC213,213,cmshcc_v28_py2026
CPD_HCC221,1.371, Heart Transplant Status/Complications,CPD,HCC221,221,cmshcc_v28_py2026
CPD_HCC222,6.106, End-Stage Heart Failure,CPD,HCC222,222,cmshcc_v28_py2026
CPD_HCC223,6.106, Heart Failure with Heart Assist Device/Artificial Heart,CPD,HCC223,223,cmshcc_v28_py2026
CPD_HCC224,0.411, Acute on Chronic Heart Failure,CPD,HCC224,224,cmshcc_v28_py2026
CPD_HCC225,0.411, Acute Heart Failure (Excludes Acute on Chronic),CPD,HCC225,225,cmshcc_v28_py2026
CPD_HCC226,0.411, Heart Failure/Except End-Stage and Acute,CPD,HCC226,226,cmshcc_v28_py2026
CPD_HCC227,0.186, Cardiomyopathy/Myocarditis,CPD,HCC227,227,cmshcc_v28_py2026
CPD_HCC228,0.407, Acute Myocardial Infarction,CPD,HCC228,228,cmshcc_v28_py2026
CPD_HCC229,0.315, Unstable Angina and Other Acute Ischemic Heart Disease,CPD,HCC229,229,cmshcc_v28_py2026
CPD_HCC238,0.261, Specified Heart Arrhythmias,CPD,HCC238,238,cmshcc_v28_py2026
CPD_HCC248,0.183, Intracranial Hemorrhage,CPD,HCC248,248,cmshcc_v28_py2026
CPD_HCC249,0.172, Ischemic or Unspecified Stroke,CPD,HCC249,249,cmshcc_v28_py2026
CPD_HCC253,0.403, Hemiplegia/Hemiparesis,CPD,HCC253,253,cmshcc_v28_py2026
CPD_HCC254,0.335, Monoplegia/Other Paralytic Syndromes,CPD,HCC254,254,cmshcc_v28_py2026
CPD_HCC263,1.056, Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,CPD,HCC263,263,cmshcc_v28_py2026
CPD_HCC264,0.622, Vascular Disease with Complications,CPD,HCC264,264,cmshcc_v28_py2026
CPD_HCC267,0.498, Deep Vein Thrombosis and Pulmonary Embolism,CPD,HCC267,267,cmshcc_v28_py2026
CPD_HCC276,1.277, Lung Transplant Status/Complications,CPD,HCC276,276,cmshcc_v28_py2026
CPD_HCC277,3.829, Cystic Fibrosis,CPD,HCC277,277,cmshcc_v28_py2026
CPD_HCC278,0.937, Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis,CPD,HCC278,278,cmshcc_v28_py2026
CPD_HCC279,0.804, Severe Persistent Asthma,CPD,HCC279,279,cmshcc_v28_py2026
CPD_HCC280,0.234, Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders,CPD,HCC280,280,cmshcc_v28_py2026
CPD_HCC282,0.173, Aspiration and Specified Bacterial Pneumonias,CPD,HCC282,282,cmshcc_v28_py2026
CPD_HCC283,0.000, Empyema/Lung Abscess,CPD,HCC283,283,cmshcc_v28_py2026
CPD_HCC298,0.301, Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage,CPD,HCC298,298,cmshcc_v28_py2026
CPD_HCC300,0.380, Exudative Macular Degeneration,CPD,HCC300,300,cmshcc_v28_py2026
CPD_HCC326,1.050, Chronic Kidney Disease/Stage 5,CPD,HCC326,326,cmshcc_v28_py2026
CPD_HCC327,0.447, Chronic Kidney Disease/Severe (Stage 4),CPD,HCC327,327,cmshcc_v28_py2026
CPD_HCC328,0.178, Chronic Kidney Disease/Moderate (Stage 3B),CPD,HCC328,328,cmshcc_v28_py2026
CPD_HCC329,0.178, Chronic Kidney Disease/Moderate (Stage 3/Except 3B),CPD,HCC329,329,cmshcc_v28_py2026
CPD_HCC379,2.349, Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone,CPD,HCC379,379,cmshcc_v28_py2026
CPD_HCC380,1.378, Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle,CPD,HCC380,380,cmshcc_v28_py2026
CPD_HCC381,1.089, Pressure Ulcer of Skin with Full Thickness Skin Loss,CPD,HCC381,381,cmshcc_v28_py2026
CPD_HCC382,0.937, Pressure Ulcer of Skin with Partial Thickness Skin Loss,CPD,HCC382,382,cmshcc_v28_py2026
CPD_HCC383,0.654, Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle,CPD,HCC383,383,cmshcc_v28_py2026
CPD_HCC385,0.204, Severe Skin Burn,CPD,HCC385,385,cmshcc_v28_py2026
CPD_HCC387,0.498, Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders,CPD,HCC387,387,cmshcc_v28_py2026
CPD_HCC397,0.052, Major Head Injury with Loss of Consciousness > 1 Hour,CPD,HCC397,397,cmshcc_v28_py2026
CPD_HCC398,0.052, Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,CPD,HCC398,398,cmshcc_v28_py2026
CPD_HCC399,0.052, Major Head Injury without Loss of Consciousness,CPD,HCC399,399,cmshcc_v28_py2026
CPD_HCC401,0.412, Vertebral Fractures without Spinal Cord Injury,CPD,HCC401,401,cmshcc_v28_py2026
CPD_HCC402,0.527, Hip Fracture/Dislocation,CPD,HCC402,402,cmshcc_v28_py2026
CPD_HCC405,0.698, Traumatic Amputations and Complications,CPD,HCC405,405,cmshcc_v28_py2026
CPD_HCC409,0.623, Amputation Status/Lower Limb/Amputation Complications,CPD,HCC409,409,cmshcc_v28_py2026
CPD_HCC454,0.416, Stem Cell/Including Bone Marrow/Transplant Status/Complications,CPD,HCC454,454,cmshcc_v28_py2026
CPD_HCC463,0.853, Artificial Openings for Feeding or Elimination,CPD,HCC463,463,cmshcc_v28_py2026
CPD_DIABETES_HF_V28,0.053, Diabetes*Heart Failure,CPD,DIABETES_HF_V28,,cmshcc_v28_py2026
CPD_HF_CHR_LUNG_V28,0.108, Heart Failure*Chronic Lung Disorder,CPD,HF_CHR_LUNG_V28,,cmshcc_v28_py2026
CPD_HF_KIDNEY_V28,0.328, Heart Failure*Kidney,CPD,HF_KIDNEY_V28,,cmshcc_v28_py2026
CPD_CHR_LUNG_CARD_RESP_FAIL_V28,0.270, Chronic Lung Disorder*Cardiorespiratory Failure,CPD,CHR_LUNG_CARD_RESP_FAIL_V28,,cmshcc_v28_py2026
CPD_HF_HCC238_V28,0.314, Heart Failure*Specified Heart Arrhythmias,CPD,HF_HCC238_V28,,cmshcc_v28_py2026
CPD_gSubUseDisorder_gPsych_V28,0.149, Substance Use Disorder*Psychiatric,CPD,gSubUseDisorder_gPsych_V28,,cmshcc_v28_py2026
CPD_D5,0.105, 5 payment HCCs,CPD,D5,,cmshcc_v28_py2026
CPD_D6,0.191, 6 payment HCCs,CPD,D6,,cmshcc_v28_py2026
CPD_D7,0.435, 7 payment HCCs,CPD,D7,,cmshcc_v28_py2026
CPD_D8,0.581, 8 payment HCCs,CPD,D8,,cmshcc_v28_py2026
CPD_D9,0.823, 9 payment HCCs,CPD,D9,,cmshcc_v28_py2026
CPD_D10P,1.268, 10 or more payment HCCs,CPD,D10P,,cmshcc_v28_py2026
CPD_D1,0.000, 1 payment HCC,CPD,D1,,cmshcc_v28_py2026
CPD_D2,0.000, 2 payment HCCs,CPD,D2,,cmshcc_v28_py2026
CPD_D3,0.000, 3 payment HCCs,CPD,D3,,cmshcc_v28_py2026
CPD_D4,0.000, 4 payment HCCs,CPD,D4,,cmshcc_v28_py2026
INS_F0_34,0.948, Female 0-34,INS,F0_34,,cmshcc_v28_py2026
INS_F35_44,0.810, Female 35-44,INS,F35_44,,cmshcc_v28_py2026
INS_F45_54,1.031, Female 45-54,INS,F45_54,,cmshcc_v28_py2026
INS_F55_59,0.949, Female 55-59,INS,F55_59,,cmshcc_v28_py2026
INS_F60_64,0.881, Female 60-64,INS,F60_64,,cmshcc_v28_py2026
INS_F65_69,1.188, Female 65-69,INS,F65_69,,cmshcc_v28_py2026
INS_F70_74,1.119, Female 70-74,INS,F70_74,,cmshcc_v28_py2026
INS_F75_79,0.965, Female 75-79,INS,F75_79,,cmshcc_v28_py2026
INS_F80_84,0.862, Female 80-84,INS,F80_84,,cmshcc_v28_py2026
INS_F85_89,0.750, Female 85-89,INS,F85_89,,cmshcc_v28_py2026
INS_F90_94,0.627, Female 90-94,INS,F90_94,,cmshcc_v28_py2026
INS_F95_GT,0.481, Female 95+,INS,F95_GT,,cmshcc_v28_py2026
INS_M0_34,0.826, Male 0-34,INS,M0_34,,cmshcc_v28_py2026
INS_M35_44,0.719, Male 35-44,INS,M35_44,,cmshcc_v28_py2026
INS_M45_54,0.991, Male 45-54,INS,M45_54,,cmshcc_v28_py2026
INS_M55_59,0.989, Male 55-59,INS,M55_59,,cmshcc_v28_py2026
INS_M60_64,0.917, Male 60-64,INS,M60_64,,cmshcc_v28_py2026
INS_M65_69,1.275, Male 65-69,INS,M65_69,,cmshcc_v28_py2026
INS_M70_74,1.224, Male 70-74,INS,M70_74,,cmshcc_v28_py2026
INS_M75_79,1.319, Male 75-79,INS,M75_79,,cmshcc_v28_py2026
INS_M80_84,1.238, Male 80-84,INS,M80_84,,cmshcc_v28_py2026
INS_M85_89,1.135, Male 85-89,INS,M85_89,,cmshcc_v28_py2026
INS_M90_94,0.946, Male 90-94,INS,M90_94,,cmshcc_v28_py2026
INS_M95_GT,0.825, Male 95+,INS,M95_GT,,cmshcc_v28_py2026
INS_LTIMCAID,0.130, Y19 0/1 qualifying LTI Medicaid months,INS,LTIMCAID,,cmshcc_v28_py2026
INS_ORIGDS,0.000, AGED19 & OREC19 = 1,INS,ORIGDS,,cmshcc_v28_py2026
INS_HCC1,1.322, HIV/AIDS,INS,HCC1,1,cmshcc_v28_py2026
INS_HCC2,0.605, Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock,INS,HCC2,2,cmshcc_v28_py2026
INS_HCC6,0.728, Opportunistic Infections,INS,HCC6,6,cmshcc_v28_py2026
INS_HCC17,1.952, Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic,INS,HCC17,17,cmshcc_v28_py2026
INS_HCC18,1.110, Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid,INS,HCC18,18,cmshcc_v28_py2026
INS_HCC19,0.957, Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers,INS,HCC19,19,cmshcc_v28_py2026
INS_HCC20,0.672, Lung and Other Severe Cancers,INS,HCC20,20,cmshcc_v28_py2026
INS_HCC21,0.493, Lymphoma and Other Cancers,INS,HCC21,21,cmshcc_v28_py2026
INS_HCC22,0.314, Bladder/Colorectal/and Other Cancers,INS,HCC22,22,cmshcc_v28_py2026
INS_HCC23,0.197, Prostate/Breast/and Other Cancers and Tumors,INS,HCC23,23,cmshcc_v28_py2026
INS_HCC35,1.106, Pancreas Transplant Status,INS,HCC35,35,cmshcc_v28_py2026
INS_HCC36,0.280, Diabetes with Severe Acute Complications,INS,HCC36,36,cmshcc_v28_py2026
INS_HCC37,0.280, Diabetes with Chronic Complications,INS,HCC37,37,cmshcc_v28_py2026
INS_HCC38,0.280, Diabetes with Glycemic/Unspecified/No Complications,INS,HCC38,38,cmshcc_v28_py2026
INS_HCC48,0.442, Morbid Obesity,INS,HCC48,48,cmshcc_v28_py2026
INS_HCC49,1.528, Specified Lysosomal Storage Disorders,INS,HCC49,49,cmshcc_v28_py2026
INS_HCC50,0.362, Amyloidosis/Porphyria/and Other Specified Metabolic Disorders,INS,HCC50,50,cmshcc_v28_py2026
INS_HCC51,0.620, Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders,INS,HCC51,51,cmshcc_v28_py2026
INS_HCC62,0.593, Liver Transplant Status/Complications,INS,HCC62,62,cmshcc_v28_py2026
INS_HCC63,0.894, Chronic Liver Failure/End-Stage Liver Disorders,INS,HCC63,63,cmshcc_v28_py2026
INS_HCC64,0.378, Cirrhosis of Liver,INS,HCC64,64,cmshcc_v28_py2026
INS_HCC65,0.378, Chronic Hepatitis,INS,HCC65,65,cmshcc_v28_py2026
INS_HCC68,0.090, Cholangitis and Obstruction of Bile Duct Without Gallstones,INS,HCC68,68,cmshcc_v28_py2026
INS_HCC77,5.089, Intestine Transplant Status/Complications,INS,HCC77,77,cmshcc_v28_py2026
INS_HCC78,0.380, Intestinal Obstruction/Perforation,INS,HCC78,78,cmshcc_v28_py2026
INS_HCC79,0.218, Chronic Pancreatitis,INS,HCC79,79,cmshcc_v28_py2026
INS_HCC80,0.374, Crohns Disease (Regional Enteritis),INS,HCC80,80,cmshcc_v28_py2026
INS_HCC81,0.258, Ulcerative Colitis,INS,HCC81,81,cmshcc_v28_py2026
INS_HCC92,0.556, Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,INS,HCC92,92,cmshcc_v28_py2026
INS_HCC93,0.297, Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,INS,HCC93,93,cmshcc_v28_py2026
INS_HCC94,0.297, Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,INS,HCC94,94,cmshcc_v28_py2026
INS_HCC107,0.692, Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,INS,HCC107,107,cmshcc_v28_py2026
INS_HCC108,0.098, Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major,INS,HCC108,108,cmshcc_v28_py2026
INS_HCC109,0.529, Acquired Hemolytic/Aplastic/and Sideroblastic Anemias,INS,HCC109,109,cmshcc_v28_py2026
INS_HCC111,6.310, Hemophilia/Male,INS,HCC111,111,cmshcc_v28_py2026
INS_HCC112,0.516, Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions,INS,HCC112,112,cmshcc_v28_py2026
INS_HCC114,0.691, Common Variable and Combined Immunodeficiencies,INS,HCC114,114,cmshcc_v28_py2026
INS_HCC115,0.691, Specified Immunodeficiencies and White Blood Cell Disorders,INS,HCC115,115,cmshcc_v28_py2026
INS_HCC125,0.000, Dementia/Severe,INS,HCC125,125,cmshcc_v28_py2026
INS_HCC126,0.000, Dementia/Moderate,INS,HCC126,126,cmshcc_v28_py2026
INS_HCC127,0.000, Dementia/Mild or Unspecified,INS,HCC127,127,cmshcc_v28_py2026
INS_HCC135,0.297, Drug Use with Psychotic Complications,INS,HCC135,135,cmshcc_v28_py2026
INS_HCC136,0.297, Alcohol Use with Psychotic Complications,INS,HCC136,136,cmshcc_v28_py2026
INS_HCC137,0.297, Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications,INS,HCC137,137,cmshcc_v28_py2026
INS_HCC138,0.297, Drug Use Disorder/Mild/Uncomplicated/Except Cannabis,INS,HCC138,138,cmshcc_v28_py2026
INS_HCC139,0.000, Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications,INS,HCC139,139,cmshcc_v28_py2026
INS_HCC151,0.449, Schizophrenia,INS,HCC151,151,cmshcc_v28_py2026
INS_HCC152,0.208, Psychosis/Except Schizophrenia,INS,HCC152,152,cmshcc_v28_py2026
INS_HCC153,0.199, Personality Disorders; Anorexia/Bulimia Nervosa,INS,HCC153,153,cmshcc_v28_py2026
INS_HCC154,0.199, Bipolar Disorders without Psychosis,INS,HCC154,154,cmshcc_v28_py2026
INS_HCC155,0.199, Major Depression/Moderate or Severe/without Psychosis,INS,HCC155,155,cmshcc_v28_py2026
INS_HCC180,0.735, Quadriplegia,INS,HCC180,180,cmshcc_v28_py2026
INS_HCC181,0.563, Paraplegia,INS,HCC181,181,cmshcc_v28_py2026
INS_HCC182,0.270, Spinal Cord Disorders/Injuries,INS,HCC182,182,cmshcc_v28_py2026
INS_HCC190,0.628, Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy,INS,HCC190,190,cmshcc_v28_py2026
INS_HCC191,0.000, Quadriplegic Cerebral Palsy,INS,HCC191,191,cmshcc_v28_py2026
INS_HCC192,0.000, Cerebral Palsy/Except Quadriplegic,INS,HCC192,192,cmshcc_v28_py2026
