name,coeff,label,segment,term,hcc,source_version
CNA_F65_69,0.330, Female 65-69,CNA,F65_69,,cmshcc_v28_py2026
CNA_F70_74,0.395, Female 70-74,CNA,F70_74,,cmshcc_v28_py2026
CNA_F75_79,0.465, Female 75-79,CNA,F75_79,,cmshcc_v28_py2026
CNA_F80_84,0.524, Female 80-84,CNA,F80_84,,cmshcc_v28_py2026
CNA_F85_89,0.624, Female 85-89,CNA,F85_89,,cmshcc_v28_py2026
CNA_F90_94,0.737, Female 90-94,CNA,F90_94,,cmshcc_v28_py2026
CNA_F95_GT,0.742, Female 95+,CNA,F95_GT,,cmshcc_v28_py2026
CNA_M65_69,0.332, Male 65-69,CNA,M65_69,,cmshcc_v28_py2026
CNA_M70_74,0.396, Male 70-74,CNA,M70_74,,cmshcc_v28_py2026
CNA_M75_79,0.502, Male 75-79,CNA,M75_79,,cmshcc_v28_py2026
CNA_M80_84,0.571, Male 80-84,CNA,M80_84,,cmshcc_v28_py2026
CNA_M85_89,0.664, Male 85-89,CNA,M85_89,,cmshcc_v28_py2026
CNA_M90_94,0.800, Male 90-94,CNA,M90_94,,cmshcc_v28_py2026
CNA_M95_GT,0.896, Male 95+,CNA,M95_GT,,cmshcc_v28_py2026
CNA_OriginallyDisabled_Female,0.228, Originally Disabled Female,CNA,OriginallyDisabled_Female,,cmshcc_v28_py2026
CNA_OriginallyDisabled_Male,0.135, Originally Disabled Male,CNA,OriginallyDisabled_Male,,cmshcc_v28_py2026
CNA_HCC1,0.301, HIV/AIDS,CNA,HCC1,1,cmshcc_v28_py2026
CNA_HCC2,0.500, Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock,CNA,HCC2,2,cmshcc_v28_py2026
CNA_HCC6,0.381, Opportunistic Infections,CNA,HCC6,6,cmshcc_v28_py2026
CNA_HCC17,4.209, Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic,CNA,HCC17,17,cmshcc_v28_py2026
CNA_HCC18,2.341, Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid,CNA,HCC18,18,cmshcc_v28_py2026
CNA_HCC19,1.798, Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers,CNA,HCC19,19,cmshcc_v28_py2026
CNA_HCC20,1.136, Lung and Other Severe Cancers,CNA,HCC20,20,cmshcc_v28_py2026
CNA_HCC21,0.671, Lymphoma and Other Cancers,CNA,HCC21,21,cmshcc_v28_py2026
CNA_HCC22,0.363, Bladder/Colorectal/and Other Cancers,CNA,HCC22,22,cmshcc_v28_py2026
CNA_HCC23,0.186, Prostate/Breast/and Other Cancers and Tumors,CNA,HCC23,23,cmshcc_v28_py2026
CNA_HCC35,0.949, Pancreas Transplant Status,CNA,HCC35,35,cmshcc_v28_py2026
CNA_HCC36,0.166, Diabetes with Severe Acute Complications,CNA,HCC36,36,cmshcc_v28_py2026
CNA_HCC37,0.166, Diabetes with Chronic Complications,CNA,HCC37,37,cmshcc_v28_py2026
CNA_HCC38,0.166, Diabetes with Glycemic/Unspecified/No Complications,CNA,HCC38,38,cmshcc_v28_py2026
CNA_HCC48,0.186, Morbid Obesity,CNA,HCC48,48,cmshcc_v28_py2026
CNA_HCC49,9.256, Specified Lysosomal Storage Disorders,CNA,HCC49,49,cmshcc_v28_py2026
CNA_HCC50,0.648, Amyloidosis/Porphyria/and Other Specified Metabolic Disorders,CNA,HCC50,50,cmshcc_v28_py2026
CNA_HCC51,0.510, Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders,CNA,HCC51,51,cmshcc_v28_py2026
CNA_HCC62,0.376, Liver Transplant Status/Complications,CNA,HCC62,62,cmshcc_v28_py2026
CNA_HCC63,0.962, Chronic Liver Failure/End-Stage Liver Disorders,CNA,HCC63,63,cmshcc_v28_py2026
CNA_HCC64,0.447, Cirrhosis of Liver,CNA,HCC64,64,cmshcc_v28_py2026
CNA_HCC65,0.185, Chronic Hepatitis,CNA,HCC65,65,cmshcc_v28_py2026
CNA_HCC68,0.388, Cholangitis and Obstruction of Bile Duct Without Gallstones,CNA,HCC68,68,cmshcc_v28_py2026
CNA_HCC77,1.172, Intestine Transplant Status/Complications,CNA,HCC77,77,cmshcc_v28_py2026
CNA_HCC78,0.326, Intestinal Obstruction/Perforation,CNA,HCC78,78,cmshcc_v28_py2026
CNA_HCC79,0.357, Chronic Pancreatitis,CNA,HCC79,79,cmshcc_v28_py2026
CNA_HCC80,0.550, Crohns Disease (Regional Enteritis),CNA,HCC80,80,cmshcc_v28_py2026
CNA_HCC81,0.244, Ulcerative Colitis,CNA,HCC81,81,cmshcc_v28_py2026
CNA_HCC92,0.479, Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,CNA,HCC92,92,cmshcc_v28_py2026
CNA_HCC93,0.617, Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,CNA,HCC93,93,cmshcc_v28_py2026
CNA_HCC94,0.268, Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,CNA,HCC94,94,cmshcc_v28_py2026
CNA_HCC107,0.457, Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,CNA,HCC107,107,cmshcc_v28_py2026
CNA_HCC108,0.146, Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major,CNA,HCC108,108,cmshcc_v28_py2026
CNA_HCC109,1.144, Acquired Hemolytic/Aplastic/and Sideroblastic Anemias,CNA,HCC109,109,cmshcc_v28_py2026
CNA_HCC111,4.639, Hemophilia/Male,CNA,HCC111,111,cmshcc_v28_py2026
CNA_HCC112,0.450, Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions,CNA,HCC112,112,cmshcc_v28_py2026
CNA_HCC114,2.262, Common Variable and Combined Immunodeficiencies,CNA,HCC114,114,cmshcc_v28_py2026
CNA_HCC115,0.565, Specified Immunodeficiencies and White Blood Cell Disorders,CNA,HCC115,115,cmshcc_v28_py2026
CNA_HCC125,0.341, Dementia/Severe,CNA,HCC125,125,cmshcc_v28_py2026
CNA_HCC126,0.341, Dementia/Moderate,CNA,HCC126,126,cmshcc_v28_py2026
CNA_HCC127,0.341, Dementia/Mild or Unspecified,CNA,HCC127,127,cmshcc_v28_py2026
CNA_HCC135,0.424, Drug Use with Psychotic Complications,CNA,HCC135,135,cmshcc_v28_py2026
CNA_HCC136,0.424, Alcohol Use with Psychotic Complications,CNA,HCC136,136,cmshcc_v28_py2026
CNA_HCC137,0.424, Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications,CNA,HCC137,137,cmshcc_v28_py2026
CNA_HCC138,0.423, Drug Use Disorder/Mild/Uncomplicated/Except Cannabis,CNA,HCC138,138,cmshcc_v28_py2026
CNA_HCC139,0.242, Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications,CNA,HCC139,139,cmshcc_v28_py2026
CNA_HCC151,0.511, Schizophrenia,CNA,HCC151,151,cmshcc_v28_py2026
CNA_HCC152,0.484, Psychosis/Except Schizophrenia,CNA,HCC152,152,cmshcc_v28_py2026
CNA_HCC153,0.396, Personality Disorders; Anorexia/Bulimia Nervosa,CNA,HCC153,153,cmshcc_v28_py2026
CNA_HCC154,0.351, Bipolar Disorders without Psychosis,CNA,HCC154,154,cmshcc_v28_py2026
CNA_HCC155,0.299, Major Depression/Moderate or Severe/without Psychosis,CNA,HCC155,155,cmshcc_v28_py2026
CNA_HCC180,1.125, Quadriplegia,CNA,HCC180,180,cmshcc_v28_py2026
CNA_HCC181,0.942, Paraplegia,CNA,HCC181,181,cmshcc_v28_py2026
CNA_HCC182,0.478, Spinal Cord Disorders/Injuries,CNA,HCC182,182,cmshcc_v28_py2026
CNA_HCC190,1.175, Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy,CNA,HCC190,190,cmshcc_v28_py2026
CNA_HCC191,0.855, Quadriplegic Cerebral Palsy,CNA,HCC191,191,cmshcc_v28_py2026
CNA_HCC192,0.314, Cerebral Palsy/Except Quadriplegic,CNA,HCC192,192,cmshcc_v28_py2026
CNA_HCC193,1.692, Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy,CNA,HCC193,193,cmshcc_v28_py2026
CNA_HCC195,2.909, Myasthenia Gravis with (Acute) Exacerbation,CNA,HCC195,195,cmshcc_v28_py2026
CNA_HCC196,0.516, Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders,CNA,HCC196,196,cmshcc_v28_py2026
CNA_HCC197,0.426, Muscular Dystrophy,CNA,HCC197,197,cmshcc_v28_py2026
CNA_HCC198,0.647, Multiple Sclerosis,CNA,HCC198,198,cmshcc_v28_py2026
CNA_HCC199,0.615, Parkinson and Other Degenerative Disease of Basal Ganglia,CNA,HCC199,199,cmshcc_v28_py2026
CNA_HCC200,0.279, Friedreich and Other Hereditary Ataxias; Huntington Disease,CNA,HCC200,200,cmshcc_v28_py2026
CNA_HCC201,0.245, Seizure Disorders and Convulsions,CNA,HCC201,201,cmshcc_v28_py2026
CNA_HCC202,0.543, Coma/Brain Compression/Anoxic Damage,CNA,HCC202,202,cmshcc_v28_py2026
CNA_HCC211,0.879, Respirator Dependence/Tracheostomy Status/Complications,CNA,HCC211,211,cmshcc_v28_py2026
CNA_HCC212,0.370, Respiratory Arrest,CNA,HCC212,212,cmshcc_v28_py2026
CNA_HCC213,0.370, Cardio-Respiratory Failure and Shock,CNA,HCC213,213,cmshcc_v28_py2026
CNA_HCC221,1.053, Heart Transplant Status/Complications,CNA,HCC221,221,cmshcc_v28_py2026
CNA_HCC222,2.505, End-Stage Heart Failure,CNA,HCC222,222,cmshcc_v28_py2026
CNA_HCC223,2.505, Heart Failure with Heart Assist Device/Artificial Heart,CNA,HCC223,223,cmshcc_v28_py2026
CNA_HCC224,0.360, Acute on Chronic Heart Failure,CNA,HCC224,224,cmshcc_v28_py2026
CNA_HCC225,0.360, Acute Heart Failure (Excludes Acute on Chronic),CNA,HCC225,225,cmshcc_v28_py2026
CNA_HCC226,0.360, Heart Failure/Except End-Stage and Acute,CNA,HCC226,226,cmshcc_v28_py2026
CNA_HCC227,0.189, Cardiomyopathy/Myocarditis,CNA,HCC227,227,cmshcc_v28_py2026
CNA_HCC228,0.252, Acute Myocardial Infarction,CNA,HCC228,228,cmshcc_v28_py2026
CNA_HCC229,0.240, Unstable Angina and Other Acute Ischemic Heart Disease,CNA,HCC229,229,cmshcc_v28_py2026
CNA_HCC238,0.299, Specified Heart Arrhythmias,CNA,HCC238,238,cmshcc_v28_py2026
CNA_HCC248,0.239, Intracranial Hemorrhage,CNA,HCC248,248,cmshcc_v28_py2026
CNA_HCC249,0.239, Ischemic or Unspecified Stroke,CNA,HCC249,249,cmshcc_v28_py2026
CNA_HCC253,0.387, Hemiplegia/Hemiparesis,CNA,HCC253,253,cmshcc_v28_py2026
CNA_HCC254,0.321, Monoplegia/Other Paralytic Syndromes,CNA,HCC254,254,cmshcc_v28_py2026
CNA_HCC263,1.118, Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,CNA,HCC263,263,cmshcc_v28_py2026
CNA_HCC264,0.455, Vascular Disease with Complications,CNA,HCC264,264,cmshcc_v28_py2026
CNA_HCC267,0.294, Deep Vein Thrombosis and Pulmonary Embolism,CNA,HCC267,267,cmshcc_v28_py2026
CNA_HCC276,2.531, Lung Transplant Status/Complications,CNA,HCC276,276,cmshcc_v28_py2026
CNA_HCC277,0.998, Cystic Fibrosis,CNA,HCC277,277,cmshcc_v28_py2026
CNA_HCC278,0.818, Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis,CNA,HCC278,278,cmshcc_v28_py2026
CNA_HCC279,0.818, Severe Persistent Asthma,CNA,HCC279,279,cmshcc_v28_py2026
CNA_HCC280,0.319, Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders,CNA,HCC280,280,cmshcc_v28_py2026
CNA_HCC282,0.440, Aspiration and Specified Bacterial Pneumonias,CNA,HCC282,282,cmshcc_v28_py2026
CNA_HCC283,0.204, Empyema/Lung Abscess,CNA,HCC283,283,cmshcc_v28_py2026
CNA_HCC298,0.336, Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage,CNA,HCC298,298,cmshcc_v28_py2026
CNA_HCC300,0.596, Exudative Macular Degeneration,CNA,HCC300,300,cmshcc_v28_py2026
CNA_HCC326,0.815, Chronic Kidney Disease/Stage 5,CNA,HCC326,326,cmshcc_v28_py2026
CNA_HCC327,0.514, Chronic Kidney Disease/Severe (Stage 4),CNA,HCC327,327,cmshcc_v28_py2026
CNA_HCC328,0.127, Chronic Kidney Disease/Moderate (Stage 3B),CNA,HCC328,328,cmshcc_v28_py2026
CNA_HCC329,0.127, Chronic Kidney Disease/Moderate (Stage 3/Except 3B),CNA,HCC329,329,cmshcc_v28_py2026
CNA_HCC379,1.965, Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone,CNA,HCC379,379,cmshcc_v28_py2026
CNA_HCC380,1.078, Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle,CNA,HCC380,380,cmshcc_v28_py2026
CNA_HCC381,1.075, Pressure Ulcer of Skin with Full Thickness Skin Loss,CNA,HCC381,381,cmshcc_v28_py2026
CNA_HCC382,0.838, Pressure Ulcer of Skin with Partial Thickness Skin Loss,CNA,HCC382,382,cmshcc_v28_py2026
CNA_HCC383,0.646, Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle,CNA,HCC383,383,cmshcc_v28_py2026
CNA_HCC385,1.291, Severe Skin Burn,CNA,HCC385,385,cmshcc_v28_py2026
CNA_HCC387,0.406, Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders,CNA,HCC387,387,cmshcc_v28_py2026
CNA_HCC397,0.199, Major Head Injury with Loss of Consciousness > 1 Hour,CNA,HCC397,397,cmshcc_v28_py2026
CNA_HCC398,0.199, Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,CNA,HCC398,398,cmshcc_v28_py2026
CNA_HCC399,0.199, Major Head Injury without Loss of Consciousness,CNA,HCC399,399,cmshcc_v28_py2026
CNA_HCC401,0.522, Vertebral Fractures without Spinal Cord Injury,CNA,HCC401,401,cmshcc_v28_py2026
CNA_HCC402,0.467, Hip Fracture/Dislocation,CNA,HCC402,402,cmshcc_v28_py2026
CNA_HCC405,0.598, Traumatic Amputations and Complications,CNA,HCC405,405,cmshcc_v28_py2026
CNA_HCC409,0.598, Amputation Status/Lower Limb/Amputation Complications,CNA,HCC409,409,cmshcc_v28_py2026
CNA_HCC454,1.068, Stem Cell/Including Bone Marrow/Transplant Status/Complications,CNA,HCC454,454,cmshcc_v28_py2026
CNA_HCC463,0.673, Artificial Openings for Feeding or Elimination,CNA,HCC463,463,cmshcc_v28_py2026
CNA_DIABETES_HF_V28,0.112, Diabetes*Heart Failure,CNA,DIABETES_HF_V28,,cmshcc_v28_py2026
CNA_HF_CHR_LUNG_V28,0.078, Heart Failure*Chronic Lung Disorder,CNA,HF_CHR_LUNG_V28,,cmshcc_v28_py2026
CNA_HF_KIDNEY_V28,0.176, Heart Failure*Kidney,CNA,HF_KIDNEY_V28,,cmshcc_v28_py2026
CNA_CHR_LUNG_CARD_RESP_FAIL_V28,0.254, Chronic Lung Disorder*Cardiorespiratory Failure,CNA,CHR_LUNG_CARD_RESP_FAIL_V28,,cmshcc_v28_py2026
CNA_HF_HCC238_V28,0.077, Heart Failure*Specified Heart Arrhythmias,CNA,HF_HCC238_V28,,cmshcc_v28_py2026
CNA_D5,0.050, 5 payment HCCs,CNA,D5,,cmshcc_v28_py2026
CNA_D6,0.102, 6 payment HCCs,CNA,D6,,cmshcc_v28_py2026
CNA_D7,0.188, 7 payment HCCs,CNA,D7,,cmshcc_v28_py2026
CNA_D8,0.316, 8 payment HCCs,CNA,D8,,cmshcc_v28_py2026
CNA_D9,0.444, 9 payment HCCs,CNA,D9,,cmshcc_v28_py2026
CNA_D10P,0.728, 10 or more payment HCCs,CNA,D10P,,cmshcc_v28_py2026
CNA_D1,0.000, 1 payment HCC,CNA,D1,,cmshcc_v28_py2026
CNA_D2,0.000, 2 payment HCCs,CNA,D2,,cmshcc_v28_py2026
CNA_D3,0.000, 3 payment HCCs,CNA,D3,,cmshcc_v28_py2026
CNA_D4,0.000, 4 payment HCCs,CNA,D4,,cmshcc_v28_py2026
CND_F0_34,0.238, Female 0-34,CND,F0_34,,cmshcc_v28_py2026
CND_F35_44,0.288, Female 35-44,CND,F35_44,,cmshcc_v28_py2026
CND_F45_54,0.340, Female 45-54,CND,F45_54,,cmshcc_v28_py2026
CND_F55_59,0.385, Female 55-59,CND,F55_59,,cmshcc_v28_py2026
CND_F60_64,0.436, Female 60-64,CND,F60_64,,cmshcc_v28_py2026
CND_M0_34,0.106, Male 0-34,CND,M0_34,,cmshcc_v28_py2026
CND_M35_44,0.154, Male 35-44,CND,M35_44,,cmshcc_v28_py2026
CND_M45_54,0.215, Male 45-54,CND,M45_54,,cmshcc_v28_py2026
CND_M55_59,0.283, Male 55-59,CND,M55_59,,cmshcc_v28_py2026
CND_M60_64,0.345, Male 60-64,CND,M60_64,,cmshcc_v28_py2026
CND_HCC1,0.213, HIV/AIDS,CND,HCC1,1,cmshcc_v28_py2026
CND_HCC2,0.598, Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock,CND,HCC2,2,cmshcc_v28_py2026
CND_HCC6,0.763, Opportunistic Infections,CND,HCC6,6,cmshcc_v28_py2026
CND_HCC17,3.995, Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic,CND,HCC17,17,cmshcc_v28_py2026
CND_HCC18,2.486, Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid,CND,HCC18,18,cmshcc_v28_py2026
CND_HCC19,1.989, Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers,CND,HCC19,19,cmshcc_v28_py2026
CND_HCC20,0.978, Lung and Other Severe Cancers,CND,HCC20,20,cmshcc_v28_py2026
CND_HCC21,0.540, Lymphoma and Other Cancers,CND,HCC21,21,cmshcc_v28_py2026
CND_HCC22,0.366, Bladder/Colorectal/and Other Cancers,CND,HCC22,22,cmshcc_v28_py2026
CND_HCC23,0.233, Prostate/Breast/and Other Cancers and Tumors,CND,HCC23,23,cmshcc_v28_py2026
CND_HCC35,1.393, Pancreas Transplant Status,CND,HCC35,35,cmshcc_v28_py2026
CND_HCC36,0.191, Diabetes with Severe Acute Complications,CND,HCC36,36,cmshcc_v28_py2026
CND_HCC37,0.191, Diabetes with Chronic Complications,CND,HCC37,37,cmshcc_v28_py2026
CND_HCC38,0.191, Diabetes with Glycemic/Unspecified/No Complications,CND,HCC38,38,cmshcc_v28_py2026
CND_HCC48,0.144, Morbid Obesity,CND,HCC48,48,cmshcc_v28_py2026
CND_HCC49,13.778, Specified Lysosomal Storage Disorders,CND,HCC49,49,cmshcc_v28_py2026
CND_HCC50,0.883, Amyloidosis/Porphyria/and Other Specified Metabolic Disorders,CND,HCC50,50,cmshcc_v28_py2026
CND_HCC51,0.606, Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders,CND,HCC51,51,cmshcc_v28_py2026
CND_HCC62,0.184, Liver Transplant Status/Complications,CND,HCC62,62,cmshcc_v28_py2026
CND_HCC63,1.032, Chronic Liver Failure/End-Stage Liver Disorders,CND,HCC63,63,cmshcc_v28_py2026
CND_HCC64,0.383, Cirrhosis of Liver,CND,HCC64,64,cmshcc_v28_py2026
CND_HCC65,0.248, Chronic Hepatitis,CND,HCC65,65,cmshcc_v28_py2026
CND_HCC68,0.383, Cholangitis and Obstruction of Bile Duct Without Gallstones,CND,HCC68,68,cmshcc_v28_py2026
CND_HCC77,6.301, Intestine Transplant Status/Complications,CND,HCC77,77,cmshcc_v28_py2026
CND_HCC78,0.534, Intestinal Obstruction/Perforation,CND,HCC78,78,cmshcc_v28_py2026
CND_HCC79,0.574, Chronic Pancreatitis,CND,HCC79,79,cmshcc_v28_py2026
CND_HCC80,0.635, Crohns Disease (Regional Enteritis),CND,HCC80,80,cmshcc_v28_py2026
CND_HCC81,0.285, Ulcerative Colitis,CND,HCC81,81,cmshcc_v28_py2026
CND_HCC92,0.529, Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,CND,HCC92,92,cmshcc_v28_py2026
CND_HCC93,0.470, Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,CND,HCC93,93,cmshcc_v28_py2026
CND_HCC94,0.239, Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,CND,HCC94,94,cmshcc_v28_py2026
CND_HCC107,1.449, Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,CND,HCC107,107,cmshcc_v28_py2026
CND_HCC108,0.386, Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major,CND,HCC108,108,cmshcc_v28_py2026
CND_HCC109,1.815, Acquired Hemolytic/Aplastic/and Sideroblastic Anemias,CND,HCC109,109,cmshcc_v28_py2026
CND_HCC111,30.706, Hemophilia/Male,CND,HCC111,111,cmshcc_v28_py2026
CND_HCC112,0.640, Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions,CND,HCC112,112,cmshcc_v28_py2026
CND_HCC114,2.598, Common Variable and Combined Immunodeficiencies,CND,HCC114,114,cmshcc_v28_py2026
CND_HCC115,0.692, Specified Immunodeficiencies and White Blood Cell Disorders,CND,HCC115,115,cmshcc_v28_py2026
CND_HCC125,0.296, Dementia/Severe,CND,HCC125,125,cmshcc_v28_py2026
CND_HCC126,0.296, Dementia/Moderate,CND,HCC126,126,cmshcc_v28_py2026
CND_HCC127,0.296, Dementia/Mild or Unspecified,CND,HCC127,127,cmshcc_v28_py2026
CND_HCC135,0.637, Drug Use with Psychotic Complications,CND,HCC135,135,cmshcc_v28_py2026
CND_HCC136,0.637, Alcohol Use with Psychotic Complications,CND,HCC136,136,cmshcc_v28_py2026
CND_HCC137,0.365, Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications,CND,HCC137,137,cmshcc_v28_py2026
CND_HCC138,0.264, Drug Use Disorder/Mild/Uncomplicated/Except Cannabis,CND,HCC138,138,cmshcc_v28_py2026
CND_HCC139,0.207, Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications,CND,HCC139,139,cmshcc_v28_py2026
CND_HCC151,0.380, Schizophrenia,CND,HCC151,151,cmshcc_v28_py2026
